Constituent Number,Relation Type Lookup,Company(Y|N),Constituent Number Relation,Company Relation(Y|N)
2346,Spouse,0,1739,0
1739,Spouse,0,2346,0
2883,Spouse,0,5557,0
5557,Spouse,0,2883,0
6688,Spouse,0,6689,0
6688,Employer,0,1304,1
6689,Spouse,0,6688,0
3364,Spouse,0,3365,0
3365,Spouse,0,3364,0
6539,Employee,1,5406,0
1081,Spouse,0,1269,0
1269,Spouse,0,1081,0
7099,Employee,1,62,0
9905,Spouse,0,9906,0
9906,Spouse,0,9905,0
10229,Spouse,0,13009,0
13009,Spouse,0,10229,0
9260,Spouse,0,1283,0
9260,Mother,0,534,0
1283,Spouse,0,9260,0
1283,Employer,0,14021,1
1283,Mother in law,0,534,0
3119,Spouse,0,6730,0
6730,Spouse,0,3119,0
9956,Spouse,0,10991,0
10991,Spouse,0,9956,0
8493,Employer,0,1487,1
1055,Spouse,0,1061,0
1055,Employer,0,170,1
1061,Spouse,0,1055,0
1896,Spouse,0,1897,0
6726,Spouse,0,2732,0
1897,Spouse,0,1896,0
2732,Spouse,0,6726,0
51,Spouse,0,4892,0
4892,Spouse,0,51,0
1040,Spouse,0,1189,0
26316,Owned Organization,0,25114,1
1189,Spouse,0,1040,0
1657,Owned Organization,0,1424,1
1657,Spouse,0,1143,0
1143,Spouse,0,1657,0
3368,Spouse,0,3367,0
9547,Spouse,0,9548,0
9548,Spouse,0,9547,0
3367,Spouse,0,3368,0
10778,Spouse,0,10777,0
10214,Spouse,0,10213,0
73,Spouse,0,1164,0
73,Employer,0,1301,1
1164,Spouse,0,73,0
10777,Spouse,0,10778,0
10213,Spouse,0,10214,0
1067,Spouse,0,4990,0
4990,Spouse,0,1067,0
8028,Employee,1,8042,0
8028,Employee,1,8034,0
8028,Employee,1,8050,0
8028,Employee,1,8033,0
8028,Employee,1,8055,0
8028,Employee,1,8044,0
8028,Employee,1,10026,0
8028,Employee,1,11195,0
8028,Employee,1,10031,0
8028,Employee,1,8029,0
8028,Employee,1,8037,0
8028,Employee,1,11190,0
8028,Employee,1,10034,0
8028,Employee,1,8046,0
8028,Employee,1,11197,0
8028,Employee,1,8045,0
8028,Employee,1,10022,0
8028,Employee,1,8056,0
8028,Employee,1,8031,0
8028,Employee,1,11194,0
8028,Employee,1,8051,0
8028,Employee,1,8053,0
8028,Employee,1,8047,0
8028,Employee,1,11193,0
8028,Employee,1,10018,0
8028,Employee,1,8049,0
8028,Employee,1,11192,0
8028,Employee,1,8052,0
8028,Employee,1,8036,0
8028,Employee,1,8038,0
8028,Employee,1,11188,0
8028,Employee,1,8032,0
8028,Employee,1,8030,0
8028,Employee,1,8043,0
8028,Employee,1,8057,0
8028,Employee,1,8041,0
8028,Employee,1,8048,0
8028,Employee,1,4505,0
8028,Employee,1,8035,0
8028,Employee,1,10028,0
8028,Employee,1,8040,0
8028,Employee,1,8054,0
11543,Spouse,0,10894,0
10894,Spouse,0,11543,0
1014,Employee,1,7440,0
7443,Employer,0,7441,1
11752,Employer,0,10781,1
16077,Employee,1,12197,0
12723,Employer,0,1487,1
9976,Spouse,0,8563,0
8563,Spouse,0,9976,0
3374,Spouse,0,3375,0
3375,Spouse,0,3374,0
1640,Employee,1,14547,0
2223,Spouse,0,2224,0
2224,Spouse,0,2223,0
2025,Spouse,0,2026,0
2025,Employer,0,1419,1
2026,Spouse,0,2025,0
5055,Spouse,0,1158,0
1158,Spouse,0,5055,0
1659,Spouse,0,1106,0
2168,Spouse,0,2167,0
1106,Spouse,0,1253,0
1106,Spouse,0,1659,0
2167,Spouse,0,2168,0
5186,Spouse,0,5187,0
3319,Spouse,0,3320,0
5187,Spouse,0,5186,0
3320,Spouse,0,3319,0
11197,Employer,0,8028,1
1209,Spouse,0,1238,0
1238,Spouse,0,1209,0
1253,Spouse,0,1106,0
1130,Spouse,0,1175,0
1130,Employer,0,9983,1
1175,Spouse,0,1130,0
1175,Employer,0,9983,1
1175,Owned Organization,0,9983,1
1175,Sibling,0,590,0
9983,Employee,1,1175,0
9983,Owner,1,1175,0
9983,Employee,1,1130,0
9983,Employee,1,2432,0
9983,Employee,1,12168,0
10534,Spouse,0,10414,0
10414,Spouse,0,10534,0
4294,Spouse,0,4295,0
6141,Spouse,0,6063,0
6063,Spouse,0,6141,0
2736,Spouse,0,10788,0
4295,Spouse,0,4294,0
11118,Spouse,0,11117,0
11117,Spouse,0,11118,0
10788,Spouse,0,2736,0
9007,Spouse,0,10463,0
10463,Spouse,0,9007,0
11502,Spouse,0,5859,0
11502,Employer,0,1304,1
5859,Spouse,0,11502,0
7308,Spouse,0,7309,0
7309,Spouse,0,7308,0
9062,Spouse,0,9061,0
9061,Spouse,0,9062,0
7446,Employer,0,7441,1
3546,Spouse,0,7395,0
7435,Employee,1,7434,0
9362,Spouse,0,9321,0
9321,Spouse,0,9362,0
1103,Spouse,0,1271,0
1271,Spouse,0,1103,0
7452,Spouse,0,7454,0
1795,Spouse,0,1796,0
1796,Spouse,0,1795,0
7454,Spouse,0,7452,0
6847,Spouse,0,6848,0
6848,Spouse,0,6847,0
5956,Spouse,0,5957,0
5957,Spouse,0,5956,0
74,Spouse,0,4899,0
7794,Spouse,0,7795,0
7795,Spouse,0,7794,0
4899,Spouse,0,74,0
2394,Spouse,0,2393,0
2393,Spouse,0,2394,0
10096,Spouse,0,10097,0
10097,Spouse,0,10096,0
9276,Owned Organization,0,9382,1
9276,Owned Organization,0,9277,1
9382,Owner,1,9276,0
9382,Owned Organization,1,9277,1
8807,Spouse,0,8808,0
8808,Spouse,0,8807,0
25968,Employer,0,1410,1
4344,Employer,0,1416,1
5466,Spouse,0,5467,0
5467,Spouse,0,5466,0
5015,Employee,1,1111,0
5015,Employee,1,1133,0
6889,Spouse,0,6890,0
6890,Spouse,0,6889,0
3381,Spouse,0,3382,0
3382,Spouse,0,3381,0
6671,Spouse,0,3968,0
3968,Spouse,0,6671,0
2304,Spouse,0,2303,0
2303,Spouse,0,2304,0
1095,Spouse,0,1168,0
8334,Spouse,0,8333,0
1168,Spouse,0,1095,0
8333,Spouse,0,8334,0
8045,Employer,0,8028,1
9814,Employee,1,13051,0
1098,Spouse,0,6955,0
6955,Spouse,0,1098,0
7407,Spouse,0,7406,0
8082,Spouse,0,8083,0
8083,Spouse,0,8082,0
8529,Employee,1,8423,0
18491,Employer,0,2440,1
18491,Acknowledgment Recipient,0,12042,1
10722,Spouse,0,10723,0
2315,Spouse,0,2314,0
2314,Spouse,0,2315,0
5862,Spouse,0,5861,0
5861,Spouse,0,5862,0
8361,Spouse,0,8362,0
1177,Spouse,0,1244,0
1244,Spouse,0,1177,0
8362,Spouse,0,8361,0
4838,Spouse,0,4837,0
4837,Spouse,0,4838,0
20953,Employer,0,10897,1
9314,Employee,1,18115,0
7042,Spouse,0,7043,0
7043,Spouse,0,7042,0
3389,Spouse,0,3388,0
3388,Spouse,0,3389,0
5056,Spouse,0,5057,0
5057,Spouse,0,5056,0
2575,Spouse,0,5058,0
5058,Spouse,0,2575,0
8514,Employee,1,8536,0
8514,Employee,1,8513,0
8514,Employee,1,8516,0
23660,Employer,0,21645,1
1638,Spouse,0,7453,0
8720,Spouse,0,8719,0
1186,Employer,0,1444,1
1186,Spouse,0,1265,0
7453,Spouse,0,1638,0
1265,Spouse,0,1186,0
8719,Spouse,0,8720,0
8494,Employer,0,8415,1
12559,Spouse,0,10126,0
10126,Spouse,0,12559,0
3395,Spouse,0,3393,0
19892,Spouse,0,19891,0
3393,Spouse,0,3395,0
10506,Spouse,0,10536,0
9710,Spouse,0,9709,0
10536,Spouse,0,10506,0
19891,Spouse,0,19892,0
9709,Spouse,0,9710,0
3332,Spouse,0,6862,0
6862,Spouse,0,3332,0
6806,Spouse,0,6805,0
6805,Spouse,0,6806,0
1057,Spouse,0,1176,0
5606,Spouse,0,5605,0
5606,Employer,0,6882,1
2130,Spouse,0,2129,0
5477,Spouse,0,5478,0
8154,Spouse,0,8153,0
1096,Spouse,0,1194,0
2217,Employer,0,2216,1
6927,Spouse,0,6935,0
3404,Spouse,0,1231,0
1114,Owned Organization,0,9092,1
5605,Spouse,0,5606,0
2344,Spouse,0,2343,0
2398,Spouse,0,2397,0
2343,Spouse,0,2344,0
7608,Spouse,0,7609,0
12724,Employer,0,1487,1
2129,Spouse,0,2130,0
10022,Employer,0,8028,1
10022,Spouse,0,10021,0
1176,Spouse,0,1057,0
7609,Spouse,0,7608,0
1194,Spouse,0,1096,0
8153,Spouse,0,8154,0
3094,Spouse,0,8811,0
12210,Spouse,0,12211,0
1231,Spouse,0,3404,0
2397,Spouse,0,2398,0
18319,Employer,0,2440,1
18319,Acknowledgment Recipient,0,12042,1
5492,Employer,0,1487,1
5478,Spouse,0,5477,0
10021,Spouse,0,10022,0
8811,Spouse,0,3094,0
12211,Spouse,0,12210,0
6935,Spouse,0,6927,0
9266,Spouse,0,9265,0
9265,Spouse,0,9266,0
6047,Spouse,0,6050,0
9035,Spouse,0,9034,0
6050,Spouse,0,6047,0
9034,Spouse,0,9035,0
10723,Spouse,0,10722,0
711,Spouse,0,193,0
5588,Spouse,0,5587,0
5587,Spouse,0,5588,0
6407,Spouse,0,5566,0
5566,Employer,0,6391,1
5566,Spouse,0,6407,0
193,Solicitee,0,1084,0
193,Spouse,0,711,0
193,Employer,0,134,1
7677,Spouse,0,7678,0
8056,Employer,0,8028,1
7678,Spouse,0,7677,0
10372,Spouse,0,5726,0
5726,Spouse,0,10372,0
3889,Spouse,0,3888,0
3888,Spouse,0,3889,0
1091,Spouse,0,1285,0
1091,Owned Organization,0,138,1
1091,Employer,0,138,1
18140,Acknowledgment Recipient,0,1091,0
1268,Spouse,0,1284,0
1284,Spouse,0,1268,0
1285,Spouse,0,1091,0
138,Owner,1,1091,0
138,Employee,1,1091,0
4189,Spouse,0,5239,0
5239,Spouse,0,4189,0
3790,Spouse,0,3789,0
3789,Spouse,0,3790,0
2474,Spouse,0,1531,0
1531,Spouse,0,2474,0
9377,Spouse,0,9376,0
9376,Spouse,0,9377,0
9570,Spouse,0,9571,0
1835,Employer,0,7447,1
1835,Spouse,0,1836,0
9571,Spouse,0,9570,0
1836,Spouse,0,1835,0
1076,Spouse,0,1086,0
1086,Spouse,0,1076,0
2811,Spouse,0,6339,0
6339,Spouse,0,2811,0
7982,Spouse,0,7983,0
7368,Spouse,0,5647,0
5647,Spouse,0,7368,0
7983,Spouse,0,7982,0
5607,Employee,1,5592,0
8424,Employer,0,8515,1
2361,Spouse,0,2362,0
2362,Spouse,0,2361,0
3419,Spouse,0,130,0
9178,Spouse,0,9179,0
9179,Spouse,0,9178,0
11087,Owner,1,1928,0
3421,Spouse,0,3422,0
3422,Spouse,0,3421,0
2395,Spouse,0,2396,0
2396,Spouse,0,2395,0
7490,Spouse,0,7489,0
7489,Spouse,0,7490,0
6516,Spouse,0,6517,0
6517,Spouse,0,6516,0
18092,Spouse,0,15603,0
15603,Spouse,0,18092,0
10707,Spouse,0,10706,0
10706,Spouse,0,10707,0
18065,Spouse,0,18090,0
18090,Spouse,0,18065,0
10112,Spouse,0,10113,0
10113,Spouse,0,10112,0
6159,Spouse,0,6160,0
6160,Spouse,0,6159,0
1058,Spouse,0,1159,0
1159,Spouse,0,1058,0
8619,Spouse,0,8620,0
8620,Spouse,0,8619,0
2081,Spouse,0,2080,0
196,Spouse,0,197,0
2080,Spouse,0,2081,0
7945,Spouse,0,7946,0
7946,Spouse,0,7945,0
7353,Spouse,0,4236,0
4236,Spouse,0,7353,0
4236,Employer,0,1304,1
197,Spouse,0,196,0
7567,Spouse,0,7566,0
7566,Spouse,0,7567,0
20740,Spouse,0,18265,0
20740,Employer,0,134,1
18265,Spouse,0,20740,0
5653,Spouse,0,5652,0
5652,Spouse,0,5653,0
9418,Spouse,0,9417,0
5959,Spouse,0,5958,0
5958,Spouse,0,5959,0
9417,Spouse,0,9418,0
8031,Employer,0,8028,1
201,Spouse,0,202,0
202,Spouse,0,201,0
3428,Spouse,0,3429,0
3428,Owned Organization,0,1455,1
3428,Owned Organization,0,9272,1
3428,Owned Organization,0,9274,1
1455,Owner,1,3428,0
8982,Spouse,0,8981,0
8981,Spouse,0,8982,0
7306,Spouse,0,4474,0
4474,Spouse,0,7306,0
2286,Spouse,0,2287,0
2287,Spouse,0,2286,0
10130,Spouse,0,10129,0
10129,Spouse,0,10130,0
52,Spouse,0,2577,0
2577,Spouse,0,52,0
10515,Spouse,0,11709,0
11709,Spouse,0,10515,0
10323,Spouse,0,10324,0
10324,Spouse,0,10323,0
3436,Spouse,0,3435,0
3435,Spouse,0,3436,0
8762,Spouse,0,1191,0
1191,Spouse,0,8762,0
9083,Spouse,0,3439,0
1108,Spouse,0,3439,0
3437,Spouse,0,6386,0
3437,Owner,0,26652,1
3437,Employer,0,4224,1
3439,Spouse,0,9083,0
3439,Spouse,0,1108,0
6386,Spouse,0,3437,0
1161,Spouse,0,1291,0
3139,Spouse,0,4894,0
4894,Spouse,0,3139,0
4894,Employer,0,28635,1
1291,Spouse,0,1161,0
4774,Spouse,0,5137,0
4774,Employer,0,145,1
4774,Owned Organization,0,145,1
5137,Spouse,0,4774,0
2182,Spouse,0,2181,0
20794,Spouse,0,19890,0
2181,Spouse,0,2182,0
19890,Spouse,0,19890,0
19890,Spouse,0,19890,0
19890,Spouse,0,20794,0
5668,Spouse,0,5667,0
5667,Spouse,0,5668,0
7290,Spouse,0,7291,0
7291,Spouse,0,7290,0
3446,Spouse,0,3447,0
2420,Spouse,0,2421,0
2421,Spouse,0,2420,0
3447,Spouse,0,3446,0
3445,Spouse,0,3443,0
3443,Spouse,0,3445,0
9241,Spouse,0,9240,0
3088,Spouse,0,6959,0
2268,Spouse,0,2267,0
13698,Wife,0,13721,0
2267,Spouse,0,2268,0
6959,Spouse,0,3088,0
13721,Spouse,0,13698,0
9240,Spouse,0,9241,0
4594,Employer,0,6962,1
6962,Employee,1,4594,0
6815,Employer,0,160,1
6815,Spouse,0,3202,0
3202,Spouse,0,6815,0
7371,Spouse,0,7370,0
7370,Spouse,0,7371,0
20942,Owned Organization,1,9255,0
8348,Spouse,0,8349,0
8349,Spouse,0,8348,0
21868,Spouse,0,12977,0
12977,Spouse,0,21868,0
3312,Spouse,0,3313,0
3313,Spouse,0,3312,0
1047,Spouse,0,6325,0
6325,Spouse,0,1047,0
80,Spouse,0,81,0
81,Spouse,0,80,0
1116,Spouse,0,13139,0
1116,Employer,0,5644,1
13139,Spouse,0,1116,0
10455,Spouse,0,10454,0
10454,Spouse,0,10455,0
12630,Employee,1,12261,0
3450,Spouse,0,1662,0
1662,Spouse,0,3450,0
7596,Spouse,0,7597,0
7597,Spouse,0,7596,0
3451,Spouse,0,3452,0
3452,Spouse,0,3451,0
11477,Spouse,0,11478,0
11478,Spouse,0,11477,0
1059,Spouse,0,1172,0
3780,Spouse,0,3779,0
1172,Spouse,0,1059,0
3779,Spouse,0,3780,0
8547,Employer,0,1304,1
6762,Spouse,0,6763,0
6763,Spouse,0,6762,0
9779,Spouse,0,9778,0
9778,Spouse,0,9779,0
8347,Spouse,0,8346,0
8346,Spouse,0,8347,0
18317,Acknowledgment Recipient,0,12042,1
9952,Employer,0,1416,1
4398,Spouse,0,4397,0
2434,Spouse,0,1287,0
4397,Spouse,0,4398,0
1287,Spouse,0,2434,0
9813,Spouse,0,9812,0
9812,Spouse,0,9813,0
10084,Spouse,0,10085,0
10085,Spouse,0,10084,0
2170,Spouse,0,2169,0
2169,Spouse,0,2170,0
1946,Spouse,0,1947,0
1947,Spouse,0,1946,0
10899,Spouse,0,10900,0
10900,Spouse,0,10899,0
10066,Spouse,0,10067,0
10067,Spouse,0,10066,0
6554,Spouse,0,6289,0
6289,Spouse,0,6554,0
2579,Spouse,0,2578,0
2578,Spouse,0,2579,0
15887,Employee,1,24007,0
1923,Spouse,0,1921,0
1921,Spouse,0,1923,0
7712,Spouse,0,7713,0
7713,Spouse,0,7712,0
4895,Spouse,0,3089,0
3089,Spouse,0,4895,0
4197,Spouse,0,4196,0
4196,Spouse,0,4197,0
3458,Spouse,0,3457,0
3457,Spouse,0,3458,0
7254,Spouse,0,7253,0
7253,Spouse,0,7254,0
4896,Spouse,0,1571,0
1571,Spouse,0,4896,0
4929,Employer,0,160,1
7015,Spouse,0,9238,0
9238,Spouse,0,7015,0
1617,Spouse,0,1618,0
1618,Spouse,0,1617,0
2647,Spouse,0,2646,0
8428,Spouse,0,8429,0
8429,Spouse,0,8428,0
2646,Spouse,0,2647,0
1262,Spouse,0,1292,0
1262,Employer,0,1428,1
1292,Spouse,0,1262,0
2580,Spouse,0,2581,0
2581,Spouse,0,2580,0
18290,Sibling,0,12925,0
18290,Matching Gift Employee,0,13496,1
12925,Sibling,0,18290,0
3461,Spouse,0,3460,0
7281,Spouse,0,7280,0
3460,Spouse,0,3461,0
7280,Spouse,0,7281,0
5400,Spouse,0,5401,0
5401,Spouse,0,5400,0
3464,Spouse,0,9320,0
9320,Spouse,0,3464,0
2464,Spouse,0,4900,0
4900,Spouse,0,2464,0
8208,Spouse,0,8207,0
8207,Spouse,0,8208,0
6473,Spouse,0,6474,0
6474,Spouse,0,6473,0
12728,Employer,0,5409,1
82,Spouse,0,4901,0
4901,Spouse,0,82,0
7995,Employer,0,7996,1
6567,Spouse,0,6459,0
6459,Spouse,0,6567,0
1150,Spouse,0,1235,0
1235,Spouse,0,1150,0
26652,Owner,1,3437,0
26652,Owned Organization,1,3437,0
11194,Employer,0,8028,1
4637,Owner,1,2793,0
4637,Owned Organization,1,9397,1
10604,Spouse,0,10605,0
207,Spouse,0,208,0
10605,Spouse,0,10604,0
208,Spouse,0,207,0
11537,Spouse,0,11536,0
6707,Spouse,0,6708,0
209,Owned Organization,0,9808,1
209,Owned Organization,0,13571,1
6708,Spouse,0,6707,0
2582,Spouse,0,2583,0
11536,Spouse,0,11537,0
212,Spouse,0,213,0
214,Employer,0,1018,1
213,Spouse,0,212,0
2583,Spouse,0,2582,0
13571,Owner,1,209,0
1018,Employee,1,214,0
10178,Spouse,0,215,0
215,Spouse,0,10178,0
9388,Spouse,0,9590,0
9590,Spouse,0,9388,0
8391,Spouse,0,8390,0
9100,Spouse,0,2584,0
9100,Owned Organization,0,10089,1
8135,Spouse,0,8134,0
8390,Spouse,0,8391,0
8824,Spouse,0,8744,0
8134,Spouse,0,8135,0
8744,Spouse,0,8824,0
2584,Spouse,0,9100,0
2584,Owned Organization,0,10089,1
10834,Spouse,0,10835,0
10835,Spouse,0,10834,0
24007,Employer,0,15887,1
7103,Spouse,0,216,0
216,Spouse,0,7103,0
7741,Employee,1,7989,0
8759,Spouse,0,8758,0
8758,Spouse,0,8759,0
2830,Spouse,0,3343,0
3343,Spouse,0,2830,0
219,Spouse,0,4902,0
2745,Spouse,0,5349,0
5349,Spouse,0,2745,0
4902,Spouse,0,219,0
9103,Spouse,0,9104,0
9104,Spouse,0,9103,0
11986,Spouse,0,11985,0
20981,Child,0,20985,0
20985,Parent,0,20981,0
11985,Spouse,0,11986,0
5320,Spouse,0,5319,0
5319,Spouse,0,5320,0
5319,Employer,0,1304,1
5604,Employee,1,8387,0
2359,Spouse,0,2360,0
2360,Spouse,0,2359,0
8522,Employer,0,8365,1
7149,Spouse,0,10459,0
7149,Employer,0,12016,1
10459,Spouse,0,7149,0
12385,Employer,0,1304,1
1457,Employee,1,232,0
1457,Employee,1,2626,0
8114,Employee,1,23755,0
8449,Employee,1,8577,0
8449,Employee,1,10110,0
5690,Employee,1,5487,0
143,Employee,1,8528,0
143,Owner,1,542,0
143,Employee,1,11026,0
143,Employee,1,8537,0
143,Employee,1,8538,0
83,Spouse,0,4903,0
4903,Spouse,0,83,0
7128,Spouse,0,7129,0
7129,Spouse,0,7128,0
26482,Spouse,0,3237,0
3237,Spouse,0,26482,0
145,Employee,1,4774,0
145,Owner,1,4774,0
6002,Spouse,0,6003,0
6003,Spouse,0,6002,0
11689,Employer,0,11280,1
11689,Owned Organization,0,11280,1
8051,Employer,0,8028,1
7150,Spouse,0,227,0
10712,Spouse,0,10713,0
10713,Spouse,0,10712,0
227,Spouse,0,7150,0
227,Employer,0,6882,1
2220,Spouse,0,2219,0
2220,Employer,0,162,1
13064,Spouse,0,5446,0
5446,Spouse,0,13064,0
5446,Owned Organization,0,14222,1
5446,Owned Organization,0,1579,1
5446,Owned Organization,0,1718,1
2219,Spouse,0,2220,0
21469,Spouse,0,21468,0
21468,Spouse,0,21469,0
230,Spouse,0,1664,0
1664,Spouse,0,230,0
9337,Spouse,0,9289,0
9064,Spouse,0,9063,0
9063,Spouse,0,9064,0
9289,Spouse,0,9337,0
2119,Spouse,0,2118,0
11278,Spouse,0,11277,0
2118,Spouse,0,2119,0
2115,Spouse,0,2116,0
11277,Spouse,0,11278,0
2116,Spouse,0,2115,0
231,Spouse,0,232,0
231,Employer,0,134,1
232,Employer,0,1457,1
232,Spouse,0,231,0
9673,Spouse,0,9674,0
9674,Spouse,0,9673,0
9699,Spouse,0,9741,0
11060,Spouse,0,9463,0
9741,Spouse,0,9699,0
9463,Spouse,0,11060,0
233,Spouse,0,234,0
235,Spouse,0,5592,0
5592,Employer,0,5607,1
5592,Spouse,0,235,0
234,Spouse,0,233,0
9439,Spouse,0,9440,0
9440,Spouse,0,9439,0
2648,Spouse,0,2649,0
2649,Spouse,0,2648,0
7721,Spouse,0,7702,0
7702,Spouse,0,7721,0
4337,Spouse,0,4337,0
4337,Spouse,0,4337,0
237,Spouse,0,238,0
238,Spouse,0,237,0
8235,Employee,1,1950,0
8235,Owner,1,1950,0
2782,Spouse,0,2783,0
9348,Spouse,0,9349,0
2783,Spouse,0,2782,0
9349,Spouse,0,9348,0
6566,Spouse,0,6565,0
6565,Spouse,0,6566,0
240,Spouse,0,241,0
241,Spouse,0,240,0
7051,Spouse,0,7050,0
7050,Spouse,0,7051,0
9107,Spouse,0,242,0
9107,Daughter,0,843,0
242,Spouse,0,9107,0
242,Daughter,0,843,0
5176,Spouse,0,5175,0
5175,Spouse,0,5176,0
10244,Spouse,0,10243,0
10243,Spouse,0,10244,0
164,Employee,1,337,0
164,Employee,1,6282,0
5236,Employee,1,7522,0
5236,Employee,1,7484,0
9490,Spouse,0,9489,0
9489,Spouse,0,9490,0
21761,Spouse,0,21760,0
21760,Spouse,0,21761,0
3554,Spouse,0,3555,0
3555,Spouse,0,3554,0
2547,Spouse,0,2548,0
2548,Spouse,0,2547,0
1748,Spouse,0,1747,0
1747,Spouse,0,1748,0
3556,Spouse,0,3557,0
1749,Spouse,0,2416,0
12725,Employer,0,1487,1
3557,Spouse,0,3556,0
2136,Spouse,0,2137,0
2137,Spouse,0,2136,0
2416,Spouse,0,1749,0
12907,Spouse,0,19267,0
19267,Spouse,0,12907,0
11657,Spouse,0,11656,0
11656,Spouse,0,11657,0
243,Spouse,0,6072,0
243,Employer,0,1301,1
6072,Spouse,0,243,0
7376,Spouse,0,7375,0
7375,Spouse,0,7376,0
7375,Employee,0,1434,1
5350,Spouse,0,5351,0
5351,Spouse,0,5350,0
6351,Spouse,0,6352,0
6352,Spouse,0,6351,0
5611,Spouse,0,5612,0
9431,Spouse,0,9430,0
9430,Spouse,0,9431,0
5612,Spouse,0,5611,0
6308,Spouse,0,6307,0
6307,Spouse,0,6308,0
8490,Employer,0,5409,1
5317,Spouse,0,5318,0
5318,Spouse,0,5317,0
15638,Husband,0,18240,0
18240,Spouse,0,15638,0
3562,Spouse,0,3563,0
3563,Spouse,0,3562,0
10576,Spouse,0,10577,0
10577,Spouse,0,10576,0
3564,Spouse,0,3565,0
3565,Spouse,0,3564,0
9251,Spouse,0,677,0
249,Spouse,0,248,0
248,Spouse,0,249,0
677,Spouse,0,9251,0
677,Employer,0,134,1
7229,Spouse,0,7420,0
250,Spouse,0,86,0
86,Spouse,0,250,0
7420,Spouse,0,7229,0
7342,Spouse,0,7343,0
7343,Spouse,0,7342,0
3567,Spouse,0,3403,0
3403,Spouse,0,3567,0
19641,Spouse,0,19640,0
19640,Spouse,0,19641,0
2184,Spouse,0,2183,0
2183,Spouse,0,2184,0
252,Spouse,0,1665,0
1665,Spouse,0,252,0
7337,Spouse,0,3406,0
3406,Spouse,0,7337,0
7011,Spouse,0,7010,0
7010,Spouse,0,7011,0
9092,Owner,1,1114,0
11474,Spouse,0,11225,0
11225,Spouse,0,11474,0
11144,Employer,0,134,1
7273,Spouse,0,7274,0
7274,Spouse,0,7273,0
1021,Employee,1,8692,0
4576,Spouse,0,4577,0
4577,Spouse,0,4576,0
2440,Employee,1,12054,0
2440,Employee,1,18316,0
2440,Employee,1,18340,0
2440,Employee,1,18318,0
2440,Employee,1,1043,0
2440,Employee,1,18491,0
2440,Employee,1,7449,0
2440,Employee,1,8496,0
3569,Spouse,0,256,0
256,Spouse,0,3569,0
8503,Employee,1,8502,0
25972,Employer,0,1410,1
1666,Spouse,0,9116,0
9116,Spouse,0,1666,0
3571,Spouse,0,3570,0
3570,Spouse,0,3571,0
258,Spouse,0,259,0
258,Employer,0,8006,1
259,Spouse,0,258,0
6638,Spouse,0,6639,0
6639,Spouse,0,6638,0
3572,Spouse,0,3573,0
3573,Spouse,0,3572,0
1766,Spouse,0,6820,0
6820,Spouse,0,1766,0
11130,Spouse,0,11128,0
11128,Spouse,0,11130,0
6851,Spouse,0,6850,0
6850,Spouse,0,6851,0
3174,Spouse,0,2823,0
2823,Spouse,0,3174,0
3336,Spouse,0,3335,0
262,Spouse,0,263,0
263,Spouse,0,262,0
3335,Spouse,0,3336,0
6907,Spouse,0,3800,0
3800,Spouse,0,6907,0
9416,Spouse,0,4930,0
4930,Spouse,0,9416,0
11529,Spouse,0,11528,0
11528,Spouse,0,11529,0
6107,Spouse,0,6108,0
6108,Spouse,0,6107,0
5224,Spouse,0,5223,0
5223,Spouse,0,5224,0
2525,Spouse,0,2524,0
2524,Spouse,0,2525,0
3575,Spouse,0,3574,0
3574,Spouse,0,3575,0
6082,Spouse,0,6083,0
6083,Spouse,0,6082,0
6106,Spouse,0,6105,0
6105,Spouse,0,6106,0
3577,Spouse,0,3576,0
3576,Spouse,0,3577,0
2042,Spouse,0,2041,0
2041,Spouse,0,2042,0
265,Spouse,0,3580,0
3580,Spouse,0,265,0
10527,Spouse,0,10505,0
10505,Spouse,0,10527,0
9391,Spouse,0,1667,0
9391,Employer,0,1592,1
1667,Spouse,0,9391,0
1667,Employer,0,12563,1
5198,Spouse,0,5199,0
5199,Spouse,0,5198,0
4676,Spouse,0,4675,0
4675,Spouse,0,4676,0
12720,Employer,0,1487,1
11040,Spouse,0,11036,0
11036,Spouse,0,11040,0
9891,Employer,0,8388,1
3583,Spouse,0,3582,0
3582,Spouse,0,3583,0
3175,Spouse,0,3480,0
3480,Spouse,0,3175,0
7754,Spouse,0,7092,0
7092,Spouse,0,7754,0
273,Owned Organization,0,7102,1
273,Spouse,0,274,0
274,Owned Organization,0,7102,1
274,Spouse,0,273,0
6867,Spouse,0,6866,0
6866,Spouse,0,6867,0
1952,Spouse,0,276,0
276,Spouse,0,1952,0
8502,Employer,0,8503,1
277,Spouse,0,278,0
264,Employer,0,5789,1
278,Spouse,0,277,0
7755,Spouse,0,7756,0
5322,Spouse,0,5323,0
5323,Spouse,0,5322,0
7756,Spouse,0,7755,0
1428,Employee,1,1262,0
1428,Employee,1,732,0
25969,Employer,0,1410,1
7449,Employer,0,2440,1
10023,Spouse,0,10024,0
6760,Spouse,0,6761,0
10024,Spouse,0,10023,0
3585,Spouse,0,3586,0
3588,Spouse,0,3587,0
3586,Spouse,0,3585,0
3587,Spouse,0,3588,0
6761,Spouse,0,6760,0
7417,Spouse,0,7418,0
7418,Spouse,0,7417,0
9277,Owner,1,9276,0
9277,Owner,1,9382,1
3589,Spouse,0,3590,0
