,Donation ID,Constituent Number,Received Date,Donation Amount,Thank You Letter ID,Thank You Letter,Fund Name,Campaign Name,Co-Donor Exists,DonationSize_onehundred,Recurring Donor
334,1334,5014,8/8/2014 0:00,15,,,In Kind,2014 In Kind,1,0,1
335,1335,5014,8/19/2014 0:00,100,,,In Kind,2014 In Kind,1,0,1
336,1336,5014,12/31/2014 0:00,300,,,Macedonia,2014 Cornelius Chris,1,1,1
337,1337,5014,12/30/2015 0:00,300,,,Macedonia,2015 Cornelius Chris,1,1,1
338,1338,5402,8/31/2012 0:00,100,,,In Kind,2012 Friendraiser Ba,0,0,1
339,1339,5402,9/5/2013 0:00,100,,,In Kind,2013 Friendraiser Ba,0,0,1
340,1340,5402,9/4/2014 0:00,153,,,Friendraiser Banquet,2014 In Kind,0,1,1
341,1341,5556,3/31/2012 0:00,65,,,In Kind,2012 Special Kids Ra,0,0,1
342,1342,5574,2/20/2011 0:00,725,,,In Kind,2011 In-Kind,0,1,1
343,1343,5595,2/27/2013 0:00,30,,,In Kind,2013 In Kind,0,0,1
344,1344,5607,12/14/2015 0:00,400,,,Macedonia,2015 Cornelius Chris,0,1,1
345,1345,20740,12/31/2011 0:00,100,,,In Kind,2011 In-Kind,0,0,1
346,1346,5672,9/4/2014 0:00,217,,,Friendraiser Banquet,2014 In Kind,0,1,1
347,1347,5672,9/24/2015 0:00,245,,,In Kind,2015 In-Kind,0,1,1
348,1348,5672,12/29/2015 0:00,500,,,Macedonia,2015 Cornelius Chris,0,1,1
349,1349,5859,12/30/2015 0:00,400,,,Macedonia,2015 Cornelius Chris,1,1,1
350,1350,5944,4/16/2013 0:00,100,,,In Kind,2013 Special Kids Ra,0,0,1
351,1351,6069,12/10/2012 0:00,100,,,In Kind,2012 In Kind,1,0,1
352,1352,6074,9/5/2013 0:00,210,,,In Kind,2013 Friendraiser Ba,1,1,1
355,1355,6326,12/31/2014 0:00,1000,,,Macedonia,2014 Cornelius Chris,0,1,1
356,1356,6326,12/29/2015 0:00,1200,,,Macedonia,2015 Cornelius Chris,0,1,1
357,1357,6576,12/12/2012 0:00,300,,,Macedonia,2012 Macedonia,1,1,1
358,1358,6576,12/31/2014 0:00,400,,,Macedonia,2014 Cornelius Chris,1,1,1
359,1359,6582,8/1/2012 0:00,383.76,,,In Kind,2012 In Kind,0,1,1
360,1360,6582,8/31/2012 0:00,82,,,In Kind,2012 Friendraiser Ba,0,0,1
362,1362,6582,9/24/2015 0:00,300,,,In Kind,2015 In-Kind,0,1,1
363,1363,6582,12/11/2015 0:00,1598.8,,,In Kind,2015 In-Kind,0,1,1
364,1364,6590,11/29/2013 0:00,10,,,In Kind,2013 In Kind,1,0,1
365,1365,6687,9/5/2013 0:00,50,,,In Kind,2013 Friendraiser Ba,0,0,1
366,1366,6707,12/31/2014 0:00,200,,,Macedonia,2014 Cornelius Chris,1,1,1
367,1367,6707,12/30/2015 0:00,400,,,Macedonia,2015 Cornelius Chris,1,1,1
368,1368,6783,12/31/2014 0:00,300,,,Macedonia,2014 Cornelius Chris,0,1,1
369,1369,6783,12/30/2015 0:00,500,,,Macedonia,2015 Cornelius Chris,0,1,1
370,1370,6920,8/31/2012 0:00,50,,,In Kind,2012 Friendraiser Ba,1,0,1
371,1371,6920,3/22/2014 0:00,5000,,,In Kind,2014 Special Kids Ra,1,1,1
372,1372,6920,3/20/2016 0:00,5000,,,In Kind,2016 In Kind,1,1,1
373,1373,6923,4/16/2013 0:00,2500,,,In Kind,2013 Special Kids Ra,1,1,1
374,1374,6923,3/22/2014 0:00,1500,,,In Kind,2014 Special Kids Ra,1,1,1
375,1375,6923,6/9/2015 0:00,2500,,,In Kind,2015 In-Kind,1,1,1
376,1376,6926,7/20/2012 0:00,300,,,In Kind,2012 In Kind,0,1,1
377,1377,6926,8/31/2012 0:00,160,,,In Kind,2012 Friendraiser Ba,0,1,1
378,1378,6926,8/31/2012 0:00,160,,,In Kind,2012 Friendraiser Ba,0,1,1
379,1379,6926,6/17/2016 0:00,150,,,In Kind,2016 In Kind,0,1,1
380,1380,6926,7/15/2016 0:00,150,,,In Kind,2016 In Kind,0,1,1
381,1381,6979,3/1/2011 0:00,200,,,In Kind,2011 In-Kind,0,1,1
382,1382,6979,8/31/2012 0:00,5996,,,In Kind,2012 Friendraiser Ba,0,1,1
383,1383,6979,9/5/2013 0:00,6727.5,,,In Kind,2013 Friendraiser Ba,0,1,1
384,1384,6979,9/4/2014 0:00,7500,,,Friendraiser Banquet,2014 In Kind,0,1,1
385,1385,6979,9/1/2015 0:00,7500,,,In Kind,2015 In-Kind,0,1,1
386,1386,6979,9/22/2016 0:00,10000,,,In Kind,2016 In Kind,0,1,1
387,1387,7075,3/13/2012 0:00,37,,,In Kind,2012 In Kind,0,0,1
388,1388,7090,4/28/2011 0:00,550,,,In Kind,2011 In-Kind,0,1,1
389,1389,7095,12/31/2012 0:00,30,,,In Kind,2012 In Kind,1,0,1
390,1390,7099,10/13/2016 0:00,25,,,In Kind,2016 In Kind,0,0,1
391,1391,7102,10/9/2015 0:00,25,,,In Kind,2015 In-Kind,0,0,1
392,1392,7121,3/1/2011 0:00,820,,,In Kind,2011 In-Kind,0,1,1
393,1393,7149,5/7/2015 0:00,300,,,In Kind,2015 Golf Classic,1,1,1
394,1394,7149,5/6/2016 0:00,500,,,In Kind,2016 In Kind,1,1,1
395,1395,7149,9/22/2016 0:00,1500,,,In Kind,2016 In Kind,1,1,1
396,1396,7156,12/31/2011 0:00,548.25,,,In Kind,2011 In-Kind,1,1,1
397,1397,7156,2/16/2012 0:00,36.21,,,In Kind,2012 In Kind,1,0,1
398,1398,7156,12/14/2012 0:00,400,,,In Kind,2012 In Kind,1,1,1
399,1399,7197,12/25/2013 0:00,500,,,In Kind,2013 Cornelius Chris,0,1,1
400,1400,7197,12/31/2014 0:00,500,,,Macedonia,2014 Cornelius Chris,0,1,1
401,1401,7197,12/30/2015 0:00,800,,,Macedonia,2015 Cornelius Chris,0,1,1
402,1402,7312,12/31/2013 0:00,75,,,In Kind,2013 Cornelius Chris,1,0,1
403,1403,8512,12/30/2015 0:00,100,,,Macedonia,2015 Cornelius Chris,1,0,1
404,1404,7340,12/2/2015 0:00,100,,,In Kind,2015 In-Kind,1,0,1
405,1405,7363,12/31/2013 0:00,500,,,In Kind,2013 Cornelius Chris,1,1,1
406,1406,7363,12/31/2014 0:00,400,,,Macedonia,2014 Cornelius Chris,1,1,1
407,1407,7363,9/24/2015 0:00,150,,,In Kind,2015 In-Kind,1,1,1
408,1408,7363,12/29/2015 0:00,400,,,Macedonia,2015 Cornelius Chris,1,1,1
409,1409,7404,8/31/2012 0:00,210,,,In Kind,2012 Friendraiser Ba,1,1,1
410,1410,7416,7/21/2011 0:00,150,,,In Kind,2011 In-Kind,0,1,1
411,1411,7416,9/21/2011 0:00,160,,,In Kind,2011 In-Kind,0,1,1
413,1413,7416,12/31/2014 0:00,400,,,Macedonia,2014 Cornelius Chris,0,1,1
414,1414,7416,12/29/2015 0:00,500,,,Macedonia,2015 Cornelius Chris,0,1,1
415,1415,7416,3/14/2016 0:00,75,,,In Kind,2016 In Kind,0,0,1
416,1416,7495,3/31/2012 0:00,1000,,,In Kind,2012 Special Kids Ra,0,1,1
417,1417,7496,12/31/2014 0:00,500,,,Macedonia,2014 Cornelius Chris,0,1,1
418,1418,7506,7/26/2011 0:00,250,,,In Kind,2011 In-Kind,0,1,1
419,1419,7506,7/30/2014 0:00,250,,,In Kind,2014 In Kind,0,1,1
420,1420,7506,7/31/2015 0:00,300,,,In Kind,2015 In-Kind,0,1,1
421,1421,7506,9/28/2016 0:00,187.5,,,In Kind,2016 In Kind,0,1,1
422,1422,7507,7/26/2011 0:00,250,,,In Kind,2011 In-Kind,0,1,0
423,1423,7535,8/9/2011 0:00,50,,,In Kind,2011 In-Kind,0,0,0
424,1424,7585,8/18/2011 0:00,500,,,In Kind,2012 Special Kids Ra,0,1,1
425,1425,7585,8/27/2012 0:00,1475,,,In Kind,2013 Special Kids Ra,0,1,1
426,1426,7585,3/22/2014 0:00,884,,,In Kind,2014 Special Kids Ra,0,1,1
427,1427,7585,3/21/2015 0:00,1500,,,In Kind,2015 Special Kids Ra,0,1,1
429,1429,7594,12/31/2014 0:00,800,,,Macedonia,2014 Cornelius Chris,0,1,1
430,1430,7594,12/29/2015 0:00,600,,,Macedonia,2015 Cornelius Chris,0,1,1
431,1431,7600,8/24/2011 0:00,400,,,In Kind,2011 In-Kind,0,1,0
432,1432,7656,9/19/2011 0:00,1200,,,In Kind,2011 In-Kind,1,1,0
433,1433,7657,9/19/2011 0:00,230,,,In Kind,2011 In-Kind,0,1,0
434,1434,7681,9/5/2013 0:00,95,,,In Kind,2013 Friendraiser Ba,0,0,1
435,1435,7681,7/29/2014 0:00,100,,,Friendraiser Banquet,2014 In Kind,0,0,1
436,1436,7775,8/30/2013 0:00,50,,,In Kind,2013 In Kind,0,0,1
437,1437,7775,12/31/2013 0:00,1000,,,In Kind,2013 Cornelius Chris,0,1,1
438,1438,7775,2/1/2014 0:00,125,,,In Kind,2014 In Kind,0,1,1
439,1439,7775,6/23/2014 0:00,250,,,In Kind,2014 In Kind,0,1,1
440,1440,7775,6/26/2014 0:00,76,,,In Kind,2014 In Kind,0,0,1
441,1441,7775,7/25/2014 0:00,258.78,,,In Kind,2014 In Kind,0,1,1
442,1442,7775,7/25/2014 0:00,25,,,In Kind,2014 In Kind,0,0,1
443,1443,7775,8/12/2014 0:00,191.65,,,In Kind,2014 In Kind,0,1,1
444,1444,7775,9/3/2014 0:00,175.41,,,In Kind,2014 In Kind,0,1,1
445,1445,7775,9/4/2014 0:00,100,,,Friendraiser Banquet,2014 In Kind,0,0,1
446,1446,7775,10/15/2014 0:00,185,,,In Kind,2014 In Kind,0,1,1
447,1447,7775,12/31/2014 0:00,900,,,Macedonia,2014 Cornelius Chris,0,1,1
448,1448,7775,1/15/2015 0:00,23,,,In Kind,2015 In-Kind,0,0,1
449,1449,7775,1/21/2015 0:00,204.81,,,In Kind,2015 In-Kind,0,1,1
450,1450,7775,2/25/2015 0:00,161,,,In Kind,2015 In-Kind,0,1,1
451,1451,7775,4/30/2015 0:00,60,,,In Kind,2015 In-Kind,0,0,1
452,1452,7775,7/1/2015 0:00,92,,,In Kind,2015 In-Kind,0,0,1
453,1453,7775,8/18/2015 0:00,200,,,In Kind,2015 In-Kind,0,1,1
454,1454,7775,11/18/2015 0:00,48.94,,,In Kind,2015 In-Kind,0,0,1
455,1455,7775,12/30/2015 0:00,600,,,Macedonia,2015 Cornelius Chris,0,1,1
456,1456,7807,11/4/2011 0:00,20,,,In Kind,2011 In-Kind,0,0,1
457,1457,7807,3/18/2015 0:00,350,,,In Kind,2015 In-Kind,0,1,1
458,1458,7808,10/18/2011 0:00,700,,,In Kind,2011 In-Kind,0,1,0
459,1459,7809,9/24/2011 0:00,70,,,In Kind,2011 In-Kind,1,0,1
460,1460,7809,1/27/2014 0:00,86.57,,,In Kind,2014 In Kind,1,0,1
461,1461,7810,12/31/2013 0:00,500,,,In Kind,2013 Cornelius Chris,1,1,1
462,1462,7811,9/28/2011 0:00,162,,,In Kind,2011 In-Kind,0,1,0
463,1463,7812,9/23/2011 0:00,191,,,In Kind,2011 In-Kind,0,1,1
464,1464,7820,2/14/2011 0:00,100,,,In Kind,2011 In-Kind,0,0,0
465,1465,7821,3/15/2011 0:00,200,,,In Kind,2011 In-Kind,0,1,0
466,1466,5672,3/9/2011 0:00,216.8,,,In Kind,2011 In-Kind,0,1,1
467,1467,5672,8/31/2012 0:00,65,,,In Kind,2012 Friendraiser Ba,0,0,1
468,1468,5672,9/5/2013 0:00,60,,,In Kind,2013 Friendraiser Ba,0,0,1
469,1469,7823,4/18/2011 0:00,100,,,In Kind,2011 In-Kind,0,0,0
470,1470,7824,3/1/2011 0:00,100,,,In Kind,2011 In-Kind,0,0,1
471,1471,7824,3/1/2011 0:00,40,,,In Kind,2011 In-Kind,0,0,1
472,1472,7825,4/29/2011 0:00,200,,,In Kind,2011 In-Kind,0,1,0
473,1473,7826,4/29/2011 0:00,221.39,,,In Kind,2011 Country Music M,0,1,1
474,1474,7826,9/4/2014 0:00,20,,,Friendraiser Banquet,2014 In Kind,0,0,1
475,1475,7827,5/6/2011 0:00,80,,,In Kind,2011 In-Kind,0,0,0
476,1476,7828,5/18/2011 0:00,50,,,In Kind,2011 In-Kind,0,0,0
477,1477,7829,6/1/2011 0:00,20,,,In Kind,2011 In-Kind,0,0,0
478,1478,7830,6/7/2011 0:00,500,,,In Kind,2011 In-Kind,0,1,0
479,1479,7831,6/14/2011 0:00,75,,,In Kind,2011 In-Kind,0,0,0
480,1480,7832,6/24/2011 0:00,1000,,,In Kind,2011 Friendraiser Ba,0,1,1
481,1481,7832,7/3/2012 0:00,1980,,,In Kind,2012 Friendraiser Ba,0,1,1
482,1482,7832,12/31/2013 0:00,2000,,,In Kind,2013 Friendraiser Ba,0,1,1
483,1483,7832,9/16/2014 0:00,1065,,,Friendraiser Banquet,2014 In Kind,0,1,1
484,1484,7832,9/17/2015 0:00,1400,,,In Kind,2015 In-Kind,0,1,1
485,1485,7832,9/22/2016 0:00,1500,,,In Kind,2016 In Kind,0,1,1
486,1486,7832,9/29/2016 0:00,650,,,In Kind,2016 In Kind,0,1,1
487,1487,7833,6/22/2011 0:00,25,,,In Kind,2011 In-Kind,0,0,0
488,1488,7834,10/13/2011 0:00,250,,,In Kind,Middle Half 2011 Mar,0,1,0
489,1489,7835,11/11/2011 0:00,50,,,In Kind,2011 In-Kind,0,0,1
490,1490,7871,12/2/2014 0:00,250,,,In Kind,2014 In Kind,1,1,1
491,1491,7889,12/13/2011 0:00,50,,,In Kind,2011 In-Kind,0,0,0
492,1492,7932,3/31/2012 0:00,636,,,In Kind,2012 Special Kids Ra,0,1,1
493,1493,7945,12/17/2012 0:00,40,,,In Kind,2012 In Kind,1,0,1
494,1494,7952,1/18/2012 0:00,80,,,In Kind,2012 In Kind,0,0,0
495,1495,7966,12/31/2011 0:00,548.25,,,In Kind,2011 In-Kind,0,1,1
496,1496,7967,12/31/2011 0:00,548.25,,,In Kind,2011 In-Kind,1,1,0
497,1497,7968,1/23/2012 0:00,40,,,In Kind,2012 Special Kids Ra,0,0,0
498,1498,7969,1/1/2012 0:00,420,,,In Kind,2012 In Kind,0,1,0
499,1499,7970,12/31/2011 0:00,275,,,In Kind,2011 In-Kind,0,1,1
500,1500,7980,1/31/2012 0:00,100,,,In Kind,2012 In Kind,0,0,1
501,1501,7994,1/20/2012 0:00,300,,,In Kind,2012 In Kind,1,1,1
502,1502,7994,8/1/2012 0:00,8737,,,In Kind,2012 In Kind,1,1,1
503,1503,8009,9/5/2013 0:00,150,,,In Kind,2013 Friendraiser Ba,0,1,1
504,1504,8014,2/22/2012 0:00,200,,,In Kind,2012 In Kind,0,1,0
505,1505,8015,2/12/2012 0:00,10,,,In Kind,2012 In Kind,0,0,0
506,1506,8016,2/22/2012 0:00,3000,,,In Kind,2012 In Kind,0,1,0
507,1507,8072,2/23/2012 0:00,100,,,In Kind,2012 In Kind,0,0,0
508,1508,8074,3/1/2012 0:00,335,,,In Kind,2012 In Kind,0,1,1
509,1509,8074,12/5/2012 0:00,25,,,In Kind,2012 In Kind,0,0,1
510,1510,8084,8/15/2012 0:00,20,,,In Kind,2012 In Kind,1,0,1
511,1511,8167,5/10/2012 0:00,750,,,In Kind,2012 Golf Classic,0,1,1
512,1512,8167,5/9/2013 0:00,875,,,In Kind,2013 Golf Classic,0,1,1
513,1513,8386,9/4/2014 0:00,35,,,Friendraiser Banquet,2014 In Kind,0,0,1
514,1514,8386,9/24/2015 0:00,45,,,In Kind,2015 In-Kind,0,0,1
515,1515,8388,6/5/2013 0:00,300,,,In Kind,2013 Golf Classic,0,1,1
516,1516,8388,5/7/2015 0:00,300,,,In Kind,2015 Golf Classic,0,1,1
517,1517,8414,5/21/2012 0:00,600,,,In Kind,2012 Macedonia,1,1,1
518,1518,8414,9/18/2012 0:00,150,,,In Kind,2012 In Kind,1,1,1
519,1519,8414,12/5/2012 0:00,500,,,Macedonia,2012 Macedonia,1,1,1
520,1520,8414,4/2/2013 0:00,150,,,In Kind,2013 In Kind,1,1,1
521,1521,8414,9/5/2013 0:00,150,,,In Kind,2013 In Kind,1,1,1
522,1522,8414,12/31/2013 0:00,500,,,In Kind,2013 Cornelius Chris,1,1,1
523,1523,8414,3/15/2014 0:00,150,,,In Kind,2014 In Kind,1,1,1
524,1524,8414,4/17/2014 0:00,150,,,In Kind,2014 In Kind,1,1,1
525,1525,8414,12/31/2014 0:00,600,,,Macedonia,2014 Cornelius Chris,1,1,1
526,1526,8414,12/30/2015 0:00,600,,,Macedonia,2015 Cornelius Chris,1,1,1
527,1527,8414,12/31/2015 0:00,650,,,In Kind,2015 In-Kind,1,1,1
528,1528,8431,3/31/2012 0:00,675,,,In Kind,2012 Special Kids Ra,0,1,1
529,1529,8431,4/16/2013 0:00,500,,,In Kind,2013 Special Kids Ra,0,1,1
530,1530,8431,9/5/2013 0:00,396,,,In Kind,2013 Friendraiser Ba,0,1,1
531,1531,8431,9/4/2014 0:00,179.99,,,Friendraiser Banquet,2014 In Kind,0,1,1
532,1532,8431,9/24/2015 0:00,200,,,In Kind,2015 In-Kind,0,1,1
533,1533,8432,3/31/2012 0:00,720,,,In Kind,2012 Special Kids Ra,0,1,0
534,1534,8433,3/31/2012 0:00,50,,,In Kind,2012 Special Kids Ra,0,0,1
535,1535,8433,5/10/2012 0:00,100,,,In Kind,2012 Golf Classic,0,0,1
536,1536,8433,9/24/2015 0:00,50,,,In Kind,2015 In-Kind,0,0,1
537,1537,8434,3/31/2012 0:00,160,,,In Kind,2012 Special Kids Ra,0,1,0
538,1538,8435,3/31/2012 0:00,50,,,In Kind,2012 Special Kids Ra,0,0,0
539,1539,5078,3/31/2012 0:00,100,,,In Kind,2012 Special Kids Ra,0,0,1
540,1540,8437,3/31/2012 0:00,100,,,In Kind,2012 Special Kids Ra,0,0,1
541,1541,8437,5/10/2012 0:00,200,,,In Kind,2012 Golf Classic,0,1,1
542,1542,8437,6/5/2013 0:00,200,,,In Kind,2013 Golf Classic,0,1,1
543,1543,8439,3/31/2012 0:00,50,,,In Kind,2012 Special Kids Ra,0,0,0
544,1544,8440,3/31/2012 0:00,25,,,In Kind,2012 Special Kids Ra,0,0,0
545,1545,8441,3/31/2012 0:00,50,,,In Kind,2012 Special Kids Ra,0,0,0
546,1546,8442,3/31/2012 0:00,25,,,In Kind,2012 Special Kids Ra,0,0,0
547,1547,8443,3/31/2012 0:00,100,,,In Kind,2012 Special Kids Ra,0,0,1
548,1548,8444,3/31/2012 0:00,100,,,In Kind,2012 Special Kids Ra,0,0,1
549,1549,8444,9/5/2013 0:00,30,,,In Kind,2013 Friendraiser Ba,0,0,1
550,1550,8445,3/31/2012 0:00,500,,,In Kind,2012 Special Kids Ra,0,1,0
551,1551,8446,3/31/2012 0:00,500,,,In Kind,2012 Special Kids Ra,0,1,0
552,1552,8447,3/31/2012 0:00,100,,,In Kind,2012 Special Kids Ra,0,0,1
553,1553,8447,6/5/2013 0:00,300,,,In Kind,2013 Golf Classic,0,1,1
554,1554,8448,3/31/2012 0:00,1000,,,In Kind,2012 Special Kids Ra,0,1,0
555,1555,8449,3/31/2012 0:00,200,,,In Kind,2012 Special Kids Ra,0,1,0
556,1556,8463,3/31/2012 0:00,200,,,In Kind,2012 Special Kids Ra,0,1,1
557,1557,8463,5/8/2014 0:00,650,,,In Kind,2014 Golf Classic,0,1,1
558,1558,8463,9/27/2014 0:00,200,,,In Kind,2014 In Kind,0,1,1
559,1559,8463,5/7/2015 0:00,700,,,In Kind,2015 Golf Classic,0,1,1
560,1560,8463,5/7/2015 0:00,600,,,In Kind,2015 Golf Classic,0,1,1
561,1561,8463,11/21/2015 0:00,450,,,In Kind,2015 In-Kind,0,1,1
562,1562,8463,3/19/2016 0:00,2500,,,In Kind,2016 In Kind,0,1,1
563,1563,8463,10/15/2016 0:00,224.25,,,In Kind,2016 In Kind,0,1,1
564,1564,8464,3/31/2012 0:00,200,,,In Kind,2012 Special Kids Ra,0,1,0
565,1565,8465,3/31/2012 0:00,2000,,,In Kind,2012 Special Kids Ra,0,1,0
566,1566,8467,3/31/2012 0:00,300,,,In Kind,2012 Special Kids Ra,0,1,1
567,1567,8467,4/16/2013 0:00,1000,,,In Kind,2013 Special Kids Ra,0,1,1
568,1568,8467,3/22/2014 0:00,1500,,,In Kind,2014 Special Kids Ra,0,1,1
569,1569,8468,3/31/2012 0:00,400,,,In Kind,2012 Special Kids Ra,0,1,1
570,1570,8468,4/16/2013 0:00,2500,,,In Kind,2013 Special Kids Ra,0,1,1
571,1571,8468,6/5/2013 0:00,1040,,,In Kind,2013 Golf Classic,0,1,1
572,1572,8468,7/23/2013 0:00,85.25,,,In Kind,2013 In Kind,0,0,1
573,1573,8468,3/22/2014 0:00,5000,,,In Kind,2014 Special Kids Ra,0,1,1
574,1574,8468,5/8/2014 0:00,1210,,,In Kind,2014 Golf Classic,0,1,1
575,1575,8468,8/22/2014 0:00,390,,,In Kind,2014 Friendraiser Ba,0,1,1
576,1576,8468,9/4/2014 0:00,100,,,Friendraiser Banquet,2014 In Kind,0,0,1
577,1577,8468,9/27/2014 0:00,300,,,In Kind,2014 In Kind,0,1,1
578,1578,8468,3/21/2015 0:00,5000,,,In Kind,2015 Special Kids Ra,0,1,1
579,1579,8468,5/7/2015 0:00,2500,,,In Kind,2015 Golf Classic,0,1,1
580,1580,8468,12/2/2015 0:00,90,,,In Kind,2015 In-Kind,0,0,1
581,1581,8468,3/19/2016 0:00,5000,,,In Kind,2016 In Kind,0,1,1
582,1582,8468,5/6/2016 0:00,1500,,,In Kind,2016 In Kind,0,1,1
583,1583,8471,5/25/2012 0:00,520,,,In Kind,2012 In Kind,0,1,0
584,1584,5060,5/10/2012 0:00,75,,,In Kind,2012 Golf Classic,0,0,1
585,1585,5060,5/8/2014 0:00,100,,,In Kind,2014 Golf Classic,0,0,1
586,1586,8474,3/31/2012 0:00,500,,,In Kind,2012 Special Kids Ra,0,1,1
587,1587,8474,5/10/2012 0:00,50,,,In Kind,2012 Golf Classic,0,0,1
588,1588,8474,4/16/2013 0:00,500,,,In Kind,2013 Special Kids Ra,0,1,1
589,1589,8474,6/5/2013 0:00,150,,,In Kind,2013 Golf Classic,0,1,1
590,1590,8474,5/8/2014 0:00,155,,,In Kind,2014 Golf Classic,0,1,1
591,1591,8474,4/17/2015 0:00,250,,,In Kind,2015 Special Kids Ra,0,1,1
592,1592,8474,5/6/2016 0:00,500,,,In Kind,2016 In Kind,0,1,1
593,1593,8475,5/10/2012 0:00,125,,,In Kind,2012 Golf Classic,0,1,0
594,1594,8476,5/10/2012 0:00,75,,,In Kind,2012 Golf Classic,0,0,1
595,1595,8476,8/31/2012 0:00,40,,,In Kind,2012 Friendraiser Ba,0,0,1
596,1596,8476,9/5/2013 0:00,40,,,In Kind,2013 Friendraiser Ba,0,0,1
597,1597,8476,9/4/2014 0:00,30,,,Friendraiser Banquet,2014 In Kind,0,0,1
598,1598,8476,9/24/2015 0:00,25,,,In Kind,2015 In-Kind,0,0,1
599,1599,8477,5/10/2012 0:00,25,,,In Kind,2012 Golf Classic,0,0,1
600,1600,8477,8/31/2012 0:00,45,,,In Kind,2012 Friendraiser Ba,0,0,1
601,1601,8477,9/5/2013 0:00,40,,,In Kind,2013 Friendraiser Ba,0,0,1
602,1602,8477,9/4/2014 0:00,30,,,Friendraiser Banquet,2014 In Kind,0,0,1
603,1603,8477,9/24/2015 0:00,135,,,In Kind,2015 In-Kind,0,1,1
604,1604,8478,5/10/2012 0:00,100,,,In Kind,2012 Golf Classic,0,0,1
605,1605,8479,5/10/2012 0:00,175,,,In Kind,2012 Golf Classic,0,1,1
606,1606,8479,9/5/2013 0:00,130,,,In Kind,2013 Friendraiser Ba,0,1,1
607,1607,8480,5/10/2012 0:00,25,,,In Kind,2012 Golf Classic,0,0,0
608,1608,8481,5/10/2012 0:00,50,,,In Kind,2012 Golf Classic,0,0,0
609,1609,8482,5/10/2012 0:00,25,,,In Kind,2012 Golf Classic,0,0,1
610,1610,8482,6/5/2013 0:00,40,,,In Kind,2013 Golf Classic,0,0,1
611,1611,8483,5/10/2012 0:00,100,,,In Kind,2012 Golf Classic,0,0,1
612,1612,8483,6/5/2013 0:00,100,,,In Kind,2013 Golf Classic,0,0,1
614,1614,8495,8/18/2014 0:00,200,,,In Kind,2014 In Kind,0,1,1
615,1615,8495,12/31/2014 0:00,700,,,Macedonia,2014 Cornelius Chris,0,1,1
616,1616,8495,12/30/2015 0:00,1000,,,Macedonia,2015 Cornelius Chris,0,1,1
617,1617,8578,3/31/2012 0:00,1132,,,Team ASK,2012 Special Kids Ra,0,1,1
618,1618,8578,4/16/2013 0:00,5000,,,In Kind,2013 Special Kids Ra,0,1,1
619,1619,8578,3/22/2014 0:00,5000,,,In Kind,2014 Special Kids Ra,0,1,1
620,1620,8578,9/27/2014 0:00,500,,,In Kind,2014 In Kind,0,1,1
621,1621,8578,3/21/2015 0:00,5000,,,In Kind,2015 Special Kids Ra,0,1,1
622,1622,8578,3/19/2016 0:00,5000,,,In Kind,2016 In Kind,0,1,1
623,1623,8578,3/31/2012 0:00,925,,,In Kind,2012 Special Kids Ra,0,1,1
624,1624,8641,6/19/2012 0:00,20,,,In Kind,2012 In Kind,0,0,1
625,1625,8642,6/19/2012 0:00,14,,,In Kind,2012 In Kind,0,0,0
626,1626,8648,7/2/2012 0:00,50,,,In Kind,2012 In Kind,0,0,0
627,1627,8690,12/11/2012 0:00,50,,,In Kind,2012 In Kind,1,0,1
628,1628,8690,8/2/2016 0:00,400,,,In Kind,2016 In Kind,1,1,1
629,1629,8697,12/31/2013 0:00,500,,,In Kind,2013 Cornelius Chris,1,1,1
630,1630,8697,12/31/2014 0:00,500,,,Macedonia,2014 Cornelius Chris,1,1,1
631,1631,8713,12/30/2015 0:00,600,,,Macedonia,2015 Cornelius Chris,1,1,1
632,1632,8810,9/24/2015 0:00,100,,,In Kind,2015 In-Kind,1,0,1
633,1633,8819,12/31/2013 0:00,81921.48,,,In Kind,Phase 1 Capital,1,1,1
634,1634,8828,7/30/2012 0:00,100,,,In Kind,2012 In Kind,0,0,0
635,1635,8844,7/30/2012 0:00,311.25,,,In Kind,2012 In Kind,0,1,0
636,1636,8886,10/16/2012 0:00,100,,,In Kind,2012 In Kind,1,0,0
637,1637,8891,8/15/2012 0:00,150,,,In Kind,2012 In Kind,0,1,1
638,1638,8891,7/30/2014 0:00,150,,,In Kind,2014 In Kind,0,1,1
639,1639,8892,8/15/2012 0:00,324.45,,,In Kind,2012 In Kind,0,1,0
640,1640,8893,8/15/2012 0:00,10,,,In Kind,2012 In Kind,0,0,0
641,1641,8894,8/15/2012 0:00,20,,,In Kind,2012 In Kind,0,0,0
642,1642,8895,8/15/2012 0:00,15,,,In Kind,2012 In Kind,0,0,0
643,1643,8896,8/15/2012 0:00,12,,,In Kind,2012 In Kind,0,0,0
644,1644,8901,12/31/2013 0:00,30,,,In Kind,2013 In Kind,0,0,1
645,1645,8905,8/20/2012 0:00,140,,,In Kind,2012 In Kind,0,1,1
646,1646,8905,6/5/2013 0:00,48,,,In Kind,2013 Golf Classic,0,0,1
647,1647,8923,12/31/2011 0:00,250,,,In Kind,2011 In-Kind,0,1,0
648,1648,8943,8/31/2012 0:00,64,,,In Kind,2012 Friendraiser Ba,0,0,0
649,1649,8944,8/31/2012 0:00,240,,,In Kind,2012 Friendraiser Ba,0,1,1
650,1650,8944,6/5/2013 0:00,350,,,In Kind,2013 Golf Classic,0,1,1
